,price,brand,model,year,title_status,mileage,color,vin,lot,state,country,condition
236,10500,dodge,door,2014,clean vehicle,74203.0,white,2c3cdxct3eh230364,167758265,arizona, usa,1 days left
237,43500,chevrolet,2500,2018,clean vehicle,57604.0,white,1gc1kwey3jf123662,167766138,georgia, usa,6 days left
238,4610,dodge,van,2016,clean vehicle,87229.0,silver,2c4rdgbg2gr345223,167656729,texas, usa,2 days left
239,3450,ford,door,2012,clean vehicle,90711.0,white,3fahp0ha5cr389742,167758419,florida, usa,1 days left
240,38500,chevrolet,suburban,2018,clean vehicle,11135.0,silver,1gnschkc6jr269601,167766143,georgia, usa,3 days left
241,6810,ford,mpv,2016,clean vehicle,66781.0,silver,2fmpk3k95gbb76939,167656730,texas, usa,2 days left
242,2900,ford,cargo,2011,clean vehicle,190994.0,white,1ftne2ew6bda76057,167758509,florida, usa,2 hours left
243,43500,chevrolet,2500,2018,clean vehicle,56007.0,white,1gc1kwey6jf259008,167766144,georgia, usa,6 days left
244,4450,ford,mpv,2016,clean vehicle,32486.0,white,2fmpk3g96gbc42228,167656731,texas, usa,2 days left
245,5800,ford,door,2011,clean vehicle,195908.0,white,1ftew1cm0bfc14625,167758515,florida, usa,2 hours left
246,16500,chevrolet,equinox,2018,clean vehicle,18020.0,silver,2gnaxjev9j6276848,167766146,georgia, usa,3 days left
247,4240,dodge,mpv,2016,clean vehicle,83262.0,white,3c4pdcbb9gt181387,167656732,texas, usa,2 days left
248,26500,ford,pickup,2008,clean vehicle,62015.0,white,1ftxw43r18eb10682,167758527,pennsylvania, usa,1 days left
249,13700,chevrolet,equinox,2017,clean vehicle,36421.0,silver,2gnalcek6h6289807,167766173,georgia, usa,3 days left
250,8600,ford,door,2016,clean vehicle,73321.0,white,1ftew1cf8gkd34592,167656733,texas, usa,2 days left
251,8000,ford,chassis,2008,clean vehicle,132379.0,white,1fdxf46r08ea18180,167758623,florida, usa,2 days left
252,14200,chevrolet,equinox,2017,clean vehicle,28013.0,silver,2gnalcek6h6288804,167766178,georgia, usa,3 days left
253,7040,ford,mpv,2016,clean vehicle,33291.0,silver,2fmpk3k80gbc65759,167656736,texas, usa,2 days left
254,4700,ford,chassis,2005,clean vehicle,225236.0,no_color,1fdxf46p35ea79064,167758702,florida, usa,2 hours left
255,30851,chevrolet,door,2016,clean vehicle,43176.0,red,3gcuksec6gg284475,167766204,georgia, usa,2 days left
256,4880,ford,mpv,2016,clean vehicle,36876.0,silver,2fmpk4g97gbc51848,167656738,texas, usa,2 days left
257,14500,dodge,pickup,2006,clean vehicle,111782.0,silver,1d7ks28c96j246101,167758709,pennsylvania, usa,3 days left
258,7600,chevrolet,door,2017,clean vehicle,110489.0,brown,1g1ze5st0hf155999,167766640,nebraska, usa,5 hours left
259,13270,ford,door,2016,clean vehicle,84035.0,white,1ft7w2btxgeb64448,167656756,texas, usa,2 days left
260,12800,ford,door,2012,clean vehicle,131101.0,gray,1ftfw1et3cfb01665,167758730,arizona, usa,20 hours left
261,33000,chevrolet,1500,2018,clean vehicle,52521.0,white,3gcukreh0jg303596,167766786,ontario, canada,10 days left
262,9280,ford,door,2016,clean vehicle,101380.0,white,1ftfw1ef9gkf57726,167656757,texas, usa,2 days left
263,900,ford,van,2003,clean vehicle,142027.0,white,1ftne24293hb19928,167758752,florida, usa,2 hours left
264,7560,ford,door,2016,clean vehicle,111476.0,gray,1ftfx1ef7gkd59790,167656758,texas, usa,2 days left
265,19500,ford,drw,2011,clean vehicle,76897.0,white,1fd8w3gt0beb32874,167759102,pennsylvania, usa,2 days left
266,17100,chevrolet,malibu,2019,clean vehicle,15780.0,white,1g1zd5st5kf112138,167767034,washington, usa,2 days left
267,8020,ford,door,2016,clean vehicle,31944.0,white,1ftew1cp2gke43168,167656759,texas, usa,2 days left
268,10300,ford,fiesta,2019,clean vehicle,18937.0,black,3fadp4bjxkm123238,167759377,missouri, usa,4 days left
269,22600,chevrolet,van,2019,clean vehicle,9706.0,white,1gcwgafgxk1243764,167767036,washington, usa,2 days left
270,10480,ford,doors,2016,clean vehicle,57289.0,gray,wf0dp3th0g4113219,167656760,texas, usa,2 days left
271,10300,ford,fiesta,2019,clean vehicle,19956.0,silver,3fadp4bj4km123235,167759380,missouri, usa,4 days left
272,22700,chevrolet,van,2019,clean vehicle,6075.0,white,1gcwgafg4k1252945,167767041,washington, usa,2 days left
273,7410,ford,door,2016,clean vehicle,21034.0,gray,1ftex1ep1gfd60365,167656761,texas, usa,2 days left
274,10300,ford,fiesta,2019,clean vehicle,22881.0,gray,3fadp4bj7km123231,167759385,missouri, usa,4 days left
275,10300,chevrolet,door,2013,clean vehicle,167600.0,gray,1gc4k0cgxdf194396,167767134,washington, usa,2 days left
276,7570,ford,door,2016,clean vehicle,37252.0,white,1ftfx1ef0gkf25969,167656762,texas, usa,2 days left
277,67000,dodge,challenger,2019,clean vehicle,10944.0,blue,2c3cdzl97kh518237,167759490,ohio, usa,21 hours left
278,18900,chevrolet,impala,2019,clean vehicle,27601.0,white,1g11z5s37ku129047,167767312,texas, usa,21 hours left
279,12560,ford,doors,2019,clean vehicle,15958.0,white,1fd8w3ht1kee23298,167656776,florida, usa,18 hours left
280,33000,dodge,durango,2019,clean vehicle,32251.0,white,1c4sdjct6kc717612,167759493,ohio, usa,21 hours left
281,18300,chevrolet,impala,2019,clean vehicle,25809.0,black,2g11z5s33k9132248,167767315,texas, usa,21 hours left
282,11760,ford,cab,2017,clean vehicle,30553.0,white,1fd8w3ht4hed36245,167656779,texas, usa,2 days left
283,31700,dodge,durango,2019,clean vehicle,26549.0,red,1c4sdjct5kc744865,167759499,ohio, usa,21 hours left
284,25,dodge,door,2007,salvage insurance,160528.0,dark blue,2b3ka43g87h836300,167416803,minnesota, usa,17 hours left
285,0,ford,door,2000,salvage insurance,124969.0,black,1fafp34p7yw270338,167251902,oklahoma, usa,17 hours left
286,7340,ford,doors,2019,clean vehicle,15854.0,gray,1fatp8uh7k5172626,167693585,florida, usa,17 hours left
287,8200,hyundai,door,2017,clean vehicle,56690.0,white,5npd84lf6hh128808,167117726,connecticut, usa,5 hours left
288,3000,kia,door,2013,clean vehicle,97142.0,silver,knagm4a75d5378293,167552545,missouri, usa,9 days left
289,6530,jeep,mpv,2019,clean vehicle,10185.0,black,3c4njdcb3kt659526,167680488,georgia, usa,17 hours left
290,0,mazda,door,2009,salvage insurance,117541.0,gray,jm3er293590215768,167543177,indiana, usa,16 hours left
291,12700,kia,soul,2019,clean vehicle,23514.0,silver,kndjp3a55k7006351,167679072,california, usa,10 days left
292,13800,kia,sorento,2017,clean vehicle,86959.0,gray,5xyphda50hg232046,167803771,north carolina, usa,3 days left
293,0,chevrolet,pickup,1998,salvage insurance,258631.0,gray,1gccs1445wk226994,167417659,texas, usa,17 hours left
294,725,ford,door,2017,salvage insurance,67279.0,gray,3fa6p0h75hr150081,167255037,virginia, usa,2 days left
295,7400,ford,doors,2019,clean vehicle,16482.0,gray,1fatp8uh2k5188622,167693593,florida, usa,17 hours left
296,9800,hyundai,elantra,2017,clean vehicle,35687.0,red,kmhd84lf5hu191402,167117732,connecticut, usa,5 hours left
297,0,honda,door,2003,salvage insurance,152608.0,white,1hgcm56363a030975,167552893,arkansas, usa,17 hours left
298,4400,jeep,mpv,2019,clean vehicle,17911.0,green,3c4njcbbxkt664931,167680540,georgia, usa,17 hours left
299,10330,infiniti,mpv,2019,clean vehicle,21278.0,blue,5n1dl0mm9kc550722,167698666,florida, usa,22 hours left
300,1800,chevrolet,door,2011,salvage insurance,47269.0,black,2g1fb3ddxb9212618,167418537,arkansas, usa,17 hours left
301,50,chevrolet,door,2008,salvage insurance,172102.0,blue,1g1al58f787159241,167650632,texas, usa,18 hours left
302,720,ford,wagon,2006,clean vehicle,26914.0,no_color,1fafp36n06w137851,167660576,florida, usa,23 hours left
303,22800,ford,door,2017,clean vehicle,67217.0,red,1ftew1ep3hfb25518,167765330,michigan, usa,2 days left
304,2500,ford,door,2017,salvage insurance,78698.0,black,1fmcu9gd2huc27625,167359161,california, usa,19 hours left
305,0,ford,door,2003,salvage insurance,246065.0,gold,1fafp55u03a242094,167610324,kansas, usa,8 days left
306,9190,gmc,mpv,2017,clean vehicle,41961.0,black,1gkknxls3hz174527,167703306,virginia, usa,17 hours left
307,10900,jeep,mpv,2019,clean vehicle,13273.0,red,1c4hjxeg1kw609998,167264249,michigan, usa,2 days left
308,10400,infiniti,mpv,2019,clean vehicle,31713.0,black,5n1dl0mm1kc552741,167698670,florida, usa,22 hours left
309,0,chevrolet,door,2004,salvage insurance,0.0,maroon,3gnek12t74g240524,167418651,wyoming, usa,18 hours left
310,0,chevrolet,door,2003,salvage insurance,194673.0,gray,1gndt13s632267445,167650636,texas, usa,18 hours left
311,7320,chevrolet,pickup,2008,clean vehicle,325611.0,silver,1gchk23648f125262,167660581,florida, usa,22 hours left
312,22809,ford,f-150,2017,clean vehicle,50732.0,black,1ftfx1ef5hke41700,167765332,michigan, usa,20 hours left
313,0,ford,van,1998,salvage insurance,186855.0,blue,2fmda5143wba16791,167359170,california, usa,19 hours left
314,0,ford,door,2013,salvage insurance,94004.0,black,3fa6p0h74dr270819,167610728,minnesota, usa,17 hours left
315,5520,gmc,mpv,2017,clean vehicle,52904.0,silver,2gkfltek8h6226257,167703312,virginia, usa,17 hours left
316,10900,jeep,mpv,2019,clean vehicle,14195.0,orange,1c4hjxeg1kw608401,167264250,michigan, usa,2 days left
317,6330,jeep,mpv,2019,clean vehicle,43965.0,red,1c4pjldbxkd300679,167698671,florida, usa,22 hours left
318,0,chevrolet,door,2009,salvage insurance,117059.0,black,kl1td66e39b645208,167418694,colorado, usa,18 hours left
319,25,chevrolet,pickup,2010,salvage insurance,149189.0,white,3gcrkse37ag234620,167650663,colorado, usa,18 hours left
320,2320,dodge,door,2007,clean vehicle,112182.0,red,2b3ka43g67h630568,167660582,florida, usa,22 hours left
321,23702,ford,door,2017,clean vehicle,49024.0,black,1ftew1ep4hkc08477,167765335,michigan, usa,2 days left
322,0,ford,chassis,1994,salvage insurance,0.0,green,1fdee14n7rha47894,167359174,california, usa,19 hours left
323,0,ford,door,1997,salvage insurance,203297.0,green,1fmdu35p7vub38059,167610731,minnesota, usa,17 hours left
324,5520,gmc,mpv,2017,clean vehicle,35821.0,silver,2gkfltek8h6338184,167703317,virginia, usa,17 hours left
325,4050,heartland,pioneer,2018,clean vehicle,1.0,gray,5sfpb3326je365727,167265963,pennsylvania, usa,7 days left
326,14810,infiniti,mpv,2019,clean vehicle,32611.0,brown,jn8az2ne0k9233910,167698673,florida, usa,22 hours left
327,25,chevrolet,door,2011,salvage insurance,105244.0,white,1gccsbf97b8118236,167650664,colorado, usa,18 hours left
328,2960,chrysler,van,2008,clean vehicle,164048.0,red,2a8hr54px8r787529,167660587,florida, usa,23 hours left
329,24800,ford,door,2017,clean vehicle,46955.0,gray,1ftew1ef3hfc22483,167765337,michigan, usa,2 days left
330,0,ford,door,1996,salvage insurance,296860.0,green,1falp62w5th144314,167359712,california, usa,19 hours left
331,0,ford,door,2006,salvage insurance,203158.0,red,1fmzk04136ga07119,167610991,illinois, usa,17 hours left
332,6270,gmc,mpv,2017,clean vehicle,70443.0,black,2gkfluek3h6232330,167703322,virginia, usa,17 hours left
333,1880,heartland,trail,2012,clean vehicle,1.0,white,5sfnb2425ce237109,167266201,pennsylvania, usa,7 days left
334,10050,infiniti,mpv,2019,clean vehicle,18229.0,gray,5n1dl0mm3kc557634,167698674,florida, usa,22 hours left
335,225,chevrolet,door,2014,salvage insurance,87673.0,red,3gcukrec2eg226031,167650668,colorado, usa,18 hours left
336,26900,chevrolet,traverse,2018,clean vehicle,42941.0,black,1gnevhkw8jj148388,167781794,missouri, usa,20 hours left
337,1420,chrysler,door,2007,clean vehicle,104405.0,gold,1c3lc66m77n591138,167660594,florida, usa,23 hours left
338,27003,ford,door,2017,clean vehicle,57186.0,black,1ftew1ef4hfa16802,167765338,michigan, usa,20 hours left
339,0,ford,door,2002,salvage insurance,214800.0,black,3fafp37372r151014,167360232,south carolina, usa,2 days left
340,350,ford,door,2004,salvage insurance,236980.0,gray,1fmfu16lx4la45470,167611031,illinois, usa,17 hours left
341,5600,gmc,mpv,2017,clean vehicle,59808.0,black,2gkfltek3h6256220,167703323,virginia, usa,17 hours left
342,6680,heartland,country,2011,clean vehicle,1.0,gray,5sfbg3524be216811,167266214,pennsylvania, usa,7 days left
343,10120,infiniti,mpv,2019,clean vehicle,20681.0,white,5n1dl0mm2kc556913,167698675,florida, usa,22 hours left
344,0,chevrolet,door,2010,salvage insurance,137422.0,red,2cnflnew5a6355858,167650683,colorado, usa,18 hours left
345,3920,ford,door,2015,clean vehicle,102700.0,white,1ftmf1c85fkd31564,167660596,georgia, usa,2 days left
346,23100,ford,door,2017,clean vehicle,53270.0,black,1ftew1epxhfb71427,167765343,michigan, usa,20 hours left
347,0,gmc,door,2004,salvage insurance,235348.0,gold,1gket16s646227597,167360322,south carolina, usa,2 days left
348,5630,gmc,mpv,2017,clean vehicle,27195.0,black,2gkfltek2h6218025,167703325,virginia, usa,17 hours left
349,0,heartland,sundance,2009,clean vehicle,1.0,white,5sfgf29269e031344,167266321,pennsylvania, usa,7 days left
350,2800,jaguar,doors,2019,clean vehicle,20849.0,black,sajbd4fx6kcy78964,167698678,florida, usa,22 hours left
351,0,chevrolet,door,2008,salvage insurance,159266.0,gray,2g1wb58kx81220813,167650796,california, usa,19 hours left
352,8850,ford,door,2015,clean vehicle,143818.0,black,1ftew1cf6ffc68843,167660597,georgia, usa,2 days left
353,18712,ford,f-150,2017,clean vehicle,67347.0,black,1ftex1e83hfb13813,167765400,michigan, usa,20 hours left
354,0,ford,pickup,2009,salvage insurance,180364.0,blue,1ftyr10d19pa60391,167360535,tennessee, usa,2 days left
355,0,ford,door,2009,salvage insurance,184889.0,black,1fahp35n09w109143,167611047,illinois, usa,17 hours left
356,6300,gmc,mpv,2017,clean vehicle,117400.0,blue,2gkfluek6h6317310,167703326,virginia, usa,17 hours left
357,2220,heartland,country,2010,clean vehicle,1.0,white,5sfbg3823ae204868,167266337,pennsylvania, usa,7 days left
358,6930,jeep,mpv,2019,clean vehicle,47798.0,red,1c4pjmdx4kd197521,167698679,florida, usa,22 hours left
359,25,chevrolet,door,2008,salvage insurance,130623.0,white,1gnfc13j88r167278,167650817,california, usa,8 days left
360,3440,ford,door,2015,clean vehicle,124542.0,white,1fadp5au3fl108248,167660600,georgia, usa,2 days left
361,50412,ford,door,2017,clean vehicle,47129.0,black,1ft7w2bt3hef41039,167765418,michigan, usa,2 days left
362,25,ford,pickup,1994,salvage insurance,206162.0,white,1ftdf15y2rnb12612,167361489,georgia, usa,2 days left
363,950,ford,pk,2001,salvage insurance,229886.0,red,1ftrx17w41nb80705,167611176,illinois, usa,17 hours left
364,9270,gmc,mpv,2017,clean vehicle,19490.0,gray,1gkknxls2hz262405,167703329,virginia, usa,17 hours left
365,11380,jeep,mpv,2019,clean vehicle,12038.0,black,1c4hjxeg2kw600727,167271446,michigan, usa,2 days left
366,5350,hyundai,mpv,2019,clean vehicle,43536.0,blue,km8j33a49ku860727,167698680,florida, usa,22 hours left
367,2725,chevrolet,door,2004,salvage insurance,308451.0,black,1gcjc33204f177273,167650940,south carolina, usa,2 days left
368,3790,ford,door,2015,clean vehicle,100893.0,gray,3fa6p0h71fr180238,167660602,georgia, usa,2 days left
369,40514,ford,door,2017,clean vehicle,90304.0,white,1ft7w2bt6heb60592,167765419,michigan, usa,20 hours left
370,0,ford,door,1997,salvage insurance,146912.0,green,1ftdf18w8vna61251,167362449,wisconsin, usa,2 days left
371,0,ford,door,1998,salvage insurance,131367.0,white,1ftrf18l7wka62471,167611301,illinois, usa,17 hours left
372,9190,gmc,mpv,2017,clean vehicle,31394.0,gray,1gkknxls7hz295013,167703330,virginia, usa,17 hours left
373,10330,infiniti,mpv,2019,clean vehicle,25933.0,gray,5n1dl0mm9kc556522,167698681,florida, usa,22 hours left
374,1000,acura,door,2008,salvage insurance,118250.0,gray,5j8tb18578a010979,167362709,michigan, usa,2 days left
375,2925,bmw,door,2013,salvage insurance,46060.0,white,5uxwx9c57d0a24286,167651122,florida, usa,2 days left
376,3830,ford,door,2015,clean vehicle,50593.0,gold,3fa6p0hdxfr241138,167660603,georgia, usa,2 days left
377,43402,ford,door,2017,clean vehicle,62387.0,blue,1ft7w2bt3hed62547,167765425,michigan, usa,2 days left
378,1025,gmc,door,2009,salvage insurance,169634.0,black,1gkfk03219r252659,167362649,michigan, usa,2 days left
379,17200,honda,van,2016,clean vehicle,72527.0,gray,5fnrl5h65gb151898,167611321,new jersey, usa,2 hours left
380,54680,harley-davidson,road/street,2016,clean vehicle,9502.0,black,1hd1krm1xgb609213,167703374,virginia, usa,18 hours left
381,6940,honda,door,2010,clean vehicle,217290.0,no_color,5fnyf4h99ab034386,167275444,pennsylvania, usa,3 days left
382,13080,infiniti,mpv,2019,clean vehicle,17243.0,gray,jn8az2nf9k9685086,167698683,florida, usa,22 hours left
383,25,chevrolet,door,2007,salvage insurance,194903.0,gray,3gnfk16307g310044,167651207,virginia, usa,2 days left
384,10630,ford,door,2015,clean vehicle,82899.0,white,1ftew1eg0ffb32472,167660608,georgia, usa,2 days left
385,43009,ford,door,2017,clean vehicle,76418.0,white,1ft7w2bt3heb19966,167765426,michigan, usa,2 days left
386,25,gmc,door,2003,salvage insurance,138441.0,white,1gkdt13s332100344,167362657,michigan, usa,2 days left
387,4600,ford,pickup,2006,salvage insurance,240740.0,brown,1ftpw14v66fa82105,167611554,mississippi, usa,8 days left
388,4950,honda,mpv,2016,clean vehicle,71404.0,black,2hkrm3h45gh513861,167703381,virginia, usa,17 hours left
389,3760,hyundai,doors,2019,clean vehicle,30382.0,silver,5npd84lf6kh456317,167698685,florida, usa,22 hours left
390,3900,acura,door,2009,clean vehicle,179389.0,black,19uua96529a004646,167389316,texas, usa,2 hours left
391,0,cadillac,coupe,2000,salvage insurance,105169.0,white,1g6el12y9yu148063,167651218,virginia, usa,9 days left
392,3830,ford,door,2015,clean vehicle,82534.0,silver,3fa6p0hdxfr258523,167660609,georgia, usa,2 days left
393,53500,ford,door,2017,clean vehicle,55732.0,white,1ft8w4dtxhed96692,167765452,michigan, usa,20 hours left
394,25,ford,door,2010,salvage insurance,198596.0,gray,1fmeu7de5aua53694,167362668,michigan, usa,2 days left
395,25,ford,door,1998,salvage insurance,300021.0,brown,1ftzx0766wka18481,167611660,arkansas, usa,17 hours left
396,6240,honda,door,2015,clean vehicle,83623.0,silver,5fnyf4h26fb052452,167703518,virginia, usa,2 days left
397,4150,jeep,door,2014,clean vehicle,108895.0,white,1c4njrfb0ed707552,167698715,new york, usa,2 days left
398,25,jeep,door,1999,salvage insurance,226972.0,black,1j4gw58s4xc558310,167246338,florida, usa,16 hours left
399,61200,bmw,series,2020,clean vehicle,7509.0,black,wba7t2c04lgl17687,167417053,california, usa,7 days left
400,0,buick,door,2006,salvage insurance,137464.0,blue,2g4wc582961163677,167651221,virginia, usa,9 days left
401,13500,bmw,series,2014,clean vehicle,33542.0,blue,wba3d5c51ekx97650,167782815,new jersey, usa,2 days left
402,6490,ford,door,2015,clean vehicle,74754.0,black,1fm5k7d88fga24308,167660611,georgia, usa,2 days left
403,51502,ford,door,2017,clean vehicle,27661.0,black,1ft8w3dt8hec12120,167765457,michigan, usa,2 days left
404,250,ford,door,2010,salvage insurance,115241.0,white,3fahp0ha6ar187697,167362678,michigan, usa,2 days left
405,25,ford,door,1984,salvage insurance,41577.0,white,2ftcf15y9eca14589,167611661,arkansas, usa,17 hours left
406,8160,honda,van,2015,clean vehicle,109027.0,gray,5fnrl5h96fb012419,167703523,virginia, usa,2 days left
407,7770,jeep,door,2014,clean vehicle,72732.0,gray,1c4rjfbg4ec441069,167698716,new york, usa,2 days left
408,200,jeep,door,2001,salvage insurance,126400.0,green,1j4ft48s01l590080,167247039,maryland, usa,16 hours left
409,25,audi,door,2008,salvage insurance,177422.0,black,wa1by74l38d010163,167417202,texas, usa,17 hours left
410,0,chevrolet,door,1995,salvage insurance,274706.0,green,2gcec19h8s1195266,167425634,arizona, usa,2 days left
411,1825,bmw,coupe,2008,salvage insurance,77984.0,white,wbawb33548p132854,167651338,georgia, usa,2 days left
412,39800,bmw,series,2017,clean vehicle,23177.0,blue,wba7e2c58hg739412,167782823,california, usa,21 hours left
413,9210,ford,door,2015,clean vehicle,26911.0,silver,1ftew1cg4ffa66589,167660613,georgia, usa,2 days left
414,58500,ford,srw,2019,clean vehicle,21527.0,blue,1ft8w3bt3kee15023,167765561,washington, usa,21 hours left
415,125,ford,door,2014,salvage insurance,56461.0,silver,1fm5k8gt9ega74266,167362681,michigan, usa,2 days left
416,3960,honda,door,2015,clean vehicle,95128.0,white,19xfb2f81fe252000,167703530,virginia, usa,2 days left
417,5998,hyundai,doors,2014,clean vehicle,122975.0,phantom black,5npdh4ae0eh480157,167279690,new york, usa,5 days left
418,3700,honda,doors,2014,clean vehicle,162824.0,blue,jhmze2h34es000337,167698717,new york, usa,2 days left
419,0,kia,wagon,2008,salvage insurance,148463.0,silver,knafg525787197602,167247592,indiana, usa,16 hours left
420,0,audi,door,2005,salvage insurance,181896.0,black,waudg74f05n113751,167419563,california, usa,19 hours left
421,0,bmw,door,2000,salvage insurance,216657.0,gray,wbaam3346yfp77118,167425906,utah, usa,2 days left
422,5000,gmc,door,2012,clean vehicle,140339.0,black,1gkkrpedxcj207971,167702669,utah, usa,19 hours left
423,15050,infiniti,mpv,2019,clean vehicle,26786.0,white,jn8az2ne9k9229368,167256592,texas, usa,17 hours left
424,3960,hyundai,doors,2019,clean vehicle,35623.0,red,5npd84lf5kh403222,167697946,ohio, usa,2 days left
425,36300,lincoln,nautilus,2019,clean vehicle,14541.0,black,2lmpj6l91kbl31468,167151980,california, usa,1 days left
426,55600,lexus,gx,2020,clean vehicle,8186.0,silver,jtjam7bx4l5251250,167605747,florida, usa,2 days left
427,2630,nissan,doors,2018,clean vehicle,36739.0,gray,3n1cn7ap5jl872135,167692446,california, usa,20 hours left
428,5690,nissan,mpv,2017,clean vehicle,42616.0,blue,5n1at2mv4hc773816,167668377,new jersey, usa,17 hours left
429,19500,audi,q5,2017,clean vehicle,65833.0,blue,wa1l2afpxha049370,167339535,texas, usa,3 days left
430,450,chevrolet,coupe,2008,salvage insurance,123515.0,yellow,1g1al18f587145539,167650407,minnesota, usa,2 days left
431,20400,cadillac,door,2015,clean vehicle,36122.0,white,3gyfnee39fs587810,167780469,wisconsin, usa,2 days left
432,4320,chevrolet,door,2011,clean vehicle,88359.0,brown,2cnfleec9b6313197,167660381,florida, usa,22 hours left
433,33001,ford,f-150,2017,clean vehicle,35905.0,gray,1ftfw1eg3hfc66707,167765248,michigan, usa,2 days left
434,10000,ford,door,2017,salvage insurance,35747.0,red,1ftew1efxhkc69002,167357511,arkansas, usa,17 hours left
435,0,ford,door,2004,salvage insurance,167011.0,red,1fmfu18l84lb61201,167601555,maryland, usa,16 hours left
436,5790,gmc,door,2012,clean vehicle,105020.0,white,1gtr2ve74cz121991,167702672,utah, usa,19 hours left
437,14750,infiniti,mpv,2019,clean vehicle,11047.0,black,jn8az2nexk9236071,167256600,texas, usa,17 hours left
438,4010,hyundai,doors,2019,clean vehicle,31233.0,silver,kmhd84lf4ku746279,167697947,ohio, usa,2 days left
439,40000,mercedes-benz,gle,2019,clean vehicle,19427.0,white,4jgda5gb4kb204919,167152151,california, usa,1 days left
440,13000,kia,sportage,2017,clean vehicle,71991.0,silver,kndpn3ac7h7113313,167606881,new jersey, usa,2 hours left
441,3550,nissan,doors,2018,clean vehicle,29043.0,blue,3n1ab7ap2jy244200,167692447,california, usa,20 hours left
442,3040,nissan,doors,2017,clean vehicle,36064.0,gray,3n1ab7ap5hy411143,167668543,new jersey, usa,17 hours left
443,0,chevrolet,coupe,2008,salvage insurance,270080.0,yellow,1g1al18f187245041,167650422,illinois, usa,17 hours left
444,36400,audi,5,2015,clean vehicle,47213.0,black,wuac6bfr0fa901212,167780470,wisconsin, usa,2 days left
445,4480,ford,door,2011,clean vehicle,116480.0,black,2fmdk3gc0bbb23680,167660383,florida, usa,23 hours left
446,31003,ford,door,2017,clean vehicle,72084.0,red,1ftew1eg0hfb93193,167765253,michigan, usa,20 hours left
447,75,ford,pickup,2001,salvage insurance,295780.0,gold,1ftrw08l61kc05834,167357592,arkansas, usa,17 hours left
448,8850,gmc,door,2011,clean vehicle,148035.0,white,1gt120c83bf236190,167702770,utah, usa,19 hours left
449,14750,infiniti,mpv,2019,clean vehicle,11396.0,white,jn8az2nexk9236037,167256601,texas, usa,17 hours left
450,4690,hyundai,mpv,2019,clean vehicle,33785.0,silver,km8k12aa0ku242609,167697948,ohio, usa,2 days left
451,23000,land,sport,2018,clean vehicle,20103.0,black,salcp2rx6jh739311,167153784,california, usa,1 days left
452,46900,land,discovery,2018,clean vehicle,32387.0,black,salrr2rk0ja052195,167606908,florida, usa,2 days left
453,10740,mercedes-benz,doors,2018,clean vehicle,48140.0,white,wddwk4jb2jf613298,167692448,california, usa,20 hours left
454,3160,nissan,doors,2017,clean vehicle,34861.0,gray,3n1ab7ap0hy315498,167668544,new jersey, usa,17 hours left
455,0,chevrolet,door,2006,salvage insurance,268040.0,silver,1g1zt53f46f254868,167650486,texas, usa,17 hours left
456,3450,chrysler,door,2011,clean vehicle,114119.0,gold,1c3bc1fg1bn519076,167660385,florida, usa,22 hours left
457,27102,ford,f-150,2017,clean vehicle,34165.0,red,1ftfw1eg1hfb78397,167765256,michigan, usa,2 days left
458,500,gmc,door,2018,salvage insurance,27442.0,black,1gkknmls5jz177336,167357601,arkansas, usa,17 hours left
459,5100,gmc,door,2011,clean vehicle,144792.0,white,1gtr2uea3bz242502,167702772,utah, usa,19 hours left
460,15010,infiniti,mpv,2019,clean vehicle,11394.0,beige,jn8az2ne8k9236456,167256603,texas, usa,17 hours left
461,5800,jeep,mpv,2019,clean vehicle,30546.0,silver,1c4pjldb3kd419559,167697949,ohio, usa,2 days left
462,23200,land,sport,2018,clean vehicle,23745.0,black,salcp2rx0jh740860,167153788,california, usa,1 days left
463,8000,hyundai,door,2015,clean vehicle,88274.0,red,km8jucag9fu984199,167607388,pennsylvania, usa,7 days left
464,3390,nissan,doors,2018,clean vehicle,38349.0,gray,3n1ab7ap5jy293102,167692449,california, usa,20 hours left
465,3140,nissan,doors,2017,clean vehicle,30142.0,white,3n1ab7ap1hy310259,167668545,new jersey, usa,17 hours left
466,25,chevrolet,door,2007,salvage insurance,267834.0,black,3gnfk12387g179905,167650490,texas, usa,17 hours left
467,15000,bmw,door,2014,clean vehicle,44730.0,silver,wba3b5g54ens10419,167780701,illinois, usa,21 hours left
468,10440,chevrolet,cab,2011,clean vehicle,92476.0,blue,1gc1kyc87bf185906,167660387,florida, usa,23 hours left
469,23911,ford,f-150,2017,clean vehicle,25698.0,black,1ftew1cf3hfb78746,167765258,michigan, usa,20 hours left
470,25,ford,pk,2010,salvage insurance,155242.0,gray,1ftfx1ev7akc32939,167357792,oklahoma, usa,17 hours left
471,21400,gmc,acadia,2018,clean vehicle,54332.0,gray,1gkknwls6jz133440,167602130,new jersey, usa,2 hours left
472,5380,gmc,cab,2011,clean vehicle,119215.0,white,1gt120cg5bf167316,167702775,utah, usa,19 hours left
473,11000,jeep,mpv,2019,clean vehicle,8930.0,red,1c4hjxeg0kw596497,167256941,michigan, usa,2 days left
474,4950,jeep,mpv,2019,clean vehicle,46985.0,silver,1c4pjllb6kd184477,167697950,ohio, usa,2 days left
475,22500,land,sport,2018,clean vehicle,30220.0,black,salcp2rx7jh741147,167153791,california, usa,2 days left
